bl_term,normalized_term,pad_category,commodity_category_code,is_validated,source_type,source_document,source_section,source_page,source_refs,status,notes
CRUSTACES NDA,crustaces nda,P01,P01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p19; 2.3.3:p24,injectable,
THONIDES,thonides,P02,P02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p23; 2.3.3:p24,injectable,
CRABES,crabes,P03,P03,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p19; 2.3.3:p24,injectable,
CREVETTES DE FONDS,crevettes de fonds,P03,P03,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p19; 2.3.3:p24,injectable,
"MOLLUSQUES, ROUGETS, POISSONS PLATS",mollusques rougets poissons plats,P03,P03,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p21,injectable,
"MULLUSQUES, ROUGERS, POISSONS PLATS",mullusques rougers poissons plats,P03,P03,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,24,2.3.3:p24,injectable,
"SARDINELLES, CHINCHARD, MAQUEREAU",sardinelles chinchard maquereau,P04,P04,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p22; 2.3.3:p24,injectable,
PRODUITS DE PECHE NDA,produits de peche nda,P05,P05,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p22; 2.3.3:p24,injectable,
APPAREILS SCIENTIFIQUES ET MATERIEL DE LABORATOIRE,appareils scientifiques et materiel de laboratoire,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,24,2.3.3:p24,injectable,
APPAREILS SCIENTIFIQUES ET MATERIELS DE LABORATOIRE,appareils scientifiques et materiels de laboratoire,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p17,injectable,
ARMRURERIE,armrurerie,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16,injectable,
ARMURERIE,armurerie,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,17,2.3.2:p17; 2.3.3:p24,injectable,
"AUTRE TABAC, CIGARETTES, CIGARES, ET FILTRES",autre tabac cigarettes cigares et filtres,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p17; 2.3.3:p24,injectable,
BIJOUTERIE SAUF BIJOUTERIE FANTAISIE,bijouterie sauf bijouterie fantaisie,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,17,2.3.2:p17; 2.3.3:p24,injectable,
BOISSONS ALCOOLISEES SAUF VIN <= 13°,boissons alcoolisees sauf vin 13,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p18; 2.3.3:p24,injectable,
CINEMA/ FILM ET APPAREIL,cinema film et appareil,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,18,2.3.2:p18; 2.3.3:p24,injectable,
"ELECTROPHONES, CHAINES HI-FI",electrophones chaines hi fi,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p19; 2.3.3:p24,injectable,
HORLOGERIE,horlogerie,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p20; 2.3.3:p24,injectable,
INSTRUMENTS DE MESURE,instruments de mesure,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p20; 2.3.3:p24,injectable,
INSTRUMENTS DE MUSIQUE,instruments de musique,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,20,2.3.2:p20; 2.3.3:p24,injectable,
MACHINE A CALCULER,machine a calculer,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16,injectable,
MACHINES A CALCULER,machines a calculer,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,20,2.3.2:p20; 2.3.3:p24,injectable,
"MAGNETOPHONES, MAGNETOSCOPES, TV",magnetophones magnetoscopes tv,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p20; 2.3.3:p24,injectable,
"MAT. INFORMATIQUE, ORDINATEURS",mat informatique ordinateurs,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,20,2.3.2:p20; 2.3.3:p24,injectable,
MATERIEL DE PHOTOCOPIEUSE ET DE REPROGRAPHIE,materiel de photocopieuse et de reprographie,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.3:p24,injectable,Near-duplicate of 'MATERIEL DE PHOTOCOPIE ET DE REPROGRAPHIE' (T02); different normalized forms — kept as distinct entries per source. Operator review recommended to confirm whether these should map to the same tariff.
"MATERIEL PHOTOGRAPHIQUE, APPAREILS PHOTOS ET PELLICULES",materiel photographique appareils photos et pellicules,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,20,2.3.2:p20,injectable,
"MATERIELS INFORMATIQUES, ORDINATEURS",materiels informatiques ordinateurs,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16,injectable,
"MATERIELS PHOTOGRAPHIQUES, APPAREILS PHOTOS ET PELLICULES",materiels photographiques appareils photos et pellicules,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,24,2.3.3:p24,injectable,
"MOBILIERS, AMEUBLEMENT",mobiliers ameublement,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p21; 2.3.3:p24,injectable,
MONNAIE ET BILLETS DE BANQUE,monnaie et billets de banque,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p21; 2.3.3:p24,injectable,
MUNITIONS NDA,munitions nda,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16,injectable,
"MUNITIONS POUR CHASSE ET SPORT NDA, PYROTECHNIE, EXPLOISIFS",munitions pour chasse et sport nda pyrotechnie exploisifs,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,21,2.3.2:p21; 2.3.3:p24,injectable,
"OPTIQUE, LUNETTERIE, ARTICLES POUR FUMEURS",optique lunetterie articles pour fumeurs,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p21; 2.3.3:p24,injectable,
"PERLES, PIERRES PRECIEUX",perles pierres precieux,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,21,2.3.2:p21; 2.3.3:p24,injectable,
RADIO EMETTEUR ET APARAILS METEO,radio emetteur et aparails meteo,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.3:p24,injectable,
RADIO EMETTEUR ET APPAREILS METEO,radio emetteur et appareils meteo,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,22,2.3.2:p22,injectable,
TABAC EN FEUILLE (MAT 1 ére),tabac en feuille mat 1 ere,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p23; 2.3.3:p24,injectable,
TELEPHONE ET ACCESSOIRES,telephone et accessoires,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p23; 2.3.3:p24,injectable,
TELEVISIONS ET ACCESSOIRES,televisions et accessoires,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p23; 2.3.3:p24,injectable,
VIN ET BOISSONS ALCOOLISEES > 13°,vin et boissons alcoolisees 13,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,24,2.3.3:p24,injectable,
VINS < = 13° NDA,vins 13 nda,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p23; 2.3.3:p24,injectable,
VINS ET BOISSONS ALCOOLISEES >13°,vins et boissons alcoolisees 13,T01,T01,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,23,2.3.2:p23,injectable,
ANIMAUX VIVANTS,animaux vivants,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9; 2.3.2:p17; 2.3.3:p25,injectable,
APPAREIL ELECTRO-MENAGERS ET CLIMATISEURS,appareil electro menagers et climatiseurs,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.3:p25,injectable,
APPAREILS ELECTRO-MENAGERS ET CLIMATISEURS,appareils electro menagers et climatiseurs,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,17,2.3.2:p17,injectable,
APPAREILS MENAGERS NON ELECTRIQUES,appareils menagers non electriques,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p17; 2.3.3:p25,injectable,
ARTICLES MAT. PECHE & CHASSE,articles mat peche chasse,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p17; 2.3.3:p25,injectable,
ARTICLES METALLIQUES NDA,articles metalliques nda,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p17; 2.3.3:p25,injectable,
AVITAILLEMENTS HOTEL,avitaillements hotel,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p17; 2.3.3:p25,injectable,
"BAGAGES, EFFETS PERSONNELS",bagages effets personnels,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p17; 2.3.3:p25,injectable,
BANANES,bananes,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9; 2.3.2:p17; 2.3.3:p25,injectable,
BEURRE FROAMGE ET AUTRES PRODUITS LAITIERS NDA,beurre froamge et autres produits laitiers nda,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p17,injectable,
BEURRE FROMAGE ET AUTRES PRODUITS LAITIERS NDA,beurre fromage et autres produits laitiers nda,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,25,2.3.3:p25,injectable,
BICYCLETTES ET ACCESSOIRES,bicyclettes et accessoires,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p17; 2.3.3:p25,injectable,
"BONNERIE, MERCERIE",bonnerie mercerie,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p18; 2.3.3:p25,injectable,
CABLES ELECTRONIQUES,cables electroniques,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p18; 2.3.3:p25,injectable,
"CACAO, CHOCOLAT, CHICOREE",cacao chocolat chicoree,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p18; 2.3.3:p25,injectable,
"CAFE, NESCAFE",cafe nescafe,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.1:p13; 2.3.2:p18; 2.3.3:p25,injectable,
CHAUSSURES,chaussures,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p18; 2.3.3:p25,injectable,
COLAS,colas,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9; 2.3.2:p18; 2.3.3:p25,injectable,
"CONDIMENT, EPICE, AROMES NATURELS OU ARTIFICIELS NDA",condiment epice aromes naturels ou artificiels nda,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10,injectable,
"CONDIMENTS, EPICE, AROMES NATURELS OU ARTIFICIELS NDA",condiments epice aromes naturels ou artificiels nda,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,18,2.3.2:p18; 2.3.3:p25,injectable,
CONFITURE,confiture,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p18; 2.3.3:p25,injectable,
CONSERVES DE FRUITS,conserves de fruits,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.2:p18; 2.3.3:p25,injectable,
CONSERVES DE LEGUMES,conserves de legumes,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.2:p18; 2.3.3:p25,injectable,
CONSERVES DE POISSON CRUSTACES ET MOLLUSQUES NDA,conserves de poisson crustaces et mollusques nda,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p18; 2.3.3:p25,injectable,
"CONSERVES DE VIANDE, ET CHARCUTERIE",conserves de viande et charcuterie,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p18; 2.3.3:p25,injectable,
COUTELLERIE,coutellerie,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p19; 2.3.3:p25,injectable,
"COUVERTURE, LINGERIE",couverture lingerie,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p19; 2.3.3:p25,injectable,
"DROGUERIE, PRODUITS D'ENTRETIEN",droguerie produits d entretien,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,19,2.3.2:p19,injectable,
"DROGUERIES, PRODUITS D'ENTRETIEN",drogueries produits d entretien,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.3:p25,injectable,
EFFETS DE TOILETTE,effets de toilette,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,19,2.3.2:p19; 2.3.3:p25,injectable,
ELEMENTS DE CONSTRUCTION FINIS ET CONSTRUCTIONS EN METAL,elements de construction finis et constructions en metal,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p19; 2.3.3:p25,injectable,
"EXTINCTEURS, BOUTEILLES DE GAZ (vides ou pleines)",extincteurs bouteilles de gaz vides ou pleines,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p19; 2.3.3:p25,injectable,
LEGUMES FRAIS NDA,legumes frais nda,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9; 2.3.2:p20; 2.3.3:p25,injectable,
"LIVRES, JOURNAUX, IMPRIMES",livres journaux imprimes,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p20; 2.3.3:p25,injectable,
MACHINES OUTILS,machines outils,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p20; 2.3.3:p25,injectable,
MAROQUINERIE,maroquinerie,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p20; 2.3.3:p25,injectable,
MATERIEL DE PHOTOCOPIE ET DE REPROGRAPHIE,materiel de photocopie et de reprographie,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,20,2.3.2:p20; 2.3.3:p25,injectable,Near-duplicate of 'MATERIEL DE PHOTOCOPIEUSE ET DE REPROGRAPHIE' (T01); different normalized forms — kept as distinct entries per source. Operator review recommended to confirm whether these should map to the same tariff.
MATERIELS ELECTRIQUES ET APPAREIL ECLAIRAGE,materiels electriques et appareil eclairage,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p21; 2.3.3:p25,injectable,
MATERIELS INDUSTRIEL NDA,materiels industriel nda,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,25,2.3.3:p25,injectable,
MATERIELS INDUSTRIELS NDA,materiels industriels nda,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p21,injectable,
MIROITERIE,miroiterie,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p21; 2.3.3:p25,injectable,
MOTEURS ELCETRIQUES ET A EXPLOSION,moteurs elcetriques et a explosion,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p21; 2.3.3:p25,injectable,
MOTOCYCLES SAUF SCOOOTER,motocycles sauf scoooter,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p21; 2.3.3:p25,injectable,
"OBJET ART, COLLECTION",objet art collection,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,21,2.3.2:p21; 2.3.3:p25,injectable,
ORANGES,oranges,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9; 2.3.2:p21; 2.3.3:p25,injectable,
OUTILS A MAIN,outils a main,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p21; 2.3.3:p25,injectable,
"PAPETERIE, ET MATERIELS, FOURNITURE DE BUREAU",papeterie et materiels fourniture de bureau,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16,injectable,
"PAPETERIRE, MATERIELS FOURNITURE DE BUREAU",papeterire materiels fourniture de bureau,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,25,2.3.3:p25,injectable,
"PAPETERIRE, MATERIELS FOURNITURES DE BUREAU",papeterire materiels fournitures de bureau,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,21,2.3.2:p21,injectable,
"PARFUMERIE, TEINTURE CAPILAIRE",parfumerie teinture capilaire,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,21,2.3.2:p21; 2.3.3:p26,injectable,
"PARFUMERIE, TEINTURE CAPILLAIRE",parfumerie teinture capillaire,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14,injectable,
PATE ET PREPARATION ALIMENTAIRES A BASE DE PATE,pate et preparation alimentaires a base de pate,T02,T02,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p21; 2.3.3:p26,injectable,
