bl_term,normalized_term,pad_category,commodity_category_code,is_validated,source_type,source_document,source_section,source_page,source_refs,status,notes
"AVION, HELICOPTERE, EMBARCATION",avion helicoptere embarcation,T09,T09,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p17; 2.3.3:p28,injectable,
MATERIEL DE CHANTIER,materiel de chantier,T09,T09,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p20; 2.3.3:p28,injectable,
TRACTEURS AGRICOLES,tracteurs agricoles,T09,T09,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p23; 2.3.3:p28,injectable,
VEHICULE ET MATERIEL DE TRANSPORT NDA,vehicule et materiel de transport nda,T09,T09,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p23; 2.3.3:p28,injectable,
VEHICULES DE CHANTIER ET VEHICULES INDUSTRIELS,vehicules de chantier et vehicules industriels,T09,T09,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p23; 2.3.3:p28,injectable,
"VEHICULES ROULIER DE 1,5 A 2,5 T",vehicules roulier de 1 5 a 2 5 t,T09,T09,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15,injectable,
"VEHICULES ROUTIER DE 1,5 A 2,5 T",vehicules routier de 1 5 a 2 5 t,T09,T09,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,23,2.3.2:p23; 2.3.3:p28,injectable,
SEL DE PRODUCTION LOCALE,sel de production locale,T10,T10,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,12,2.3.1:p12; 2.3.2:p22; 2.3.3:p28,injectable,
BASE PARFUM,base parfum,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p17; 2.3.3:p29,injectable,
"BITUMES EN FUITS, EN SAC",bitumes en fuits en sac,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,12,2.3.1:p12; 2.3.3:p29,injectable,
"BITUMES EN FUTS, EN SAC",bitumes en futs en sac,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,18,2.3.2:p18,injectable,
BITUMES EN VRAC,bitumes en vrac,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,12,2.3.1:p12; 2.3.2:p18; 2.3.3:p29,injectable,
DECHETS NON FERREUX,dechets non ferreux,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,12,2.3.1:p12; 2.3.2:p19; 2.3.3:p29,injectable,
ESSENCE AUTO,essence auto,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.2:p19; 2.3.3:p29,injectable,
ESSENCE AVION,essence avion,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.2:p19; 2.3.3:p29,injectable,
HYDROCARBURES RAFFINEES NDA,hydrocarbures raffinees nda,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.2:p20; 2.3.3:p29,injectable,
PETROLE BRUT,petrole brut,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.2:p21; 2.3.3:p29,injectable,
PETROLE LAMPANT,petrole lampant,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.2:p21; 2.3.3:p29,injectable,
PRODUITS ENERGITIQUES GAZEUX NDA,produits energitiques gazeux nda,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,22,2.3.2:p22; 2.3.3:p29,injectable,
PRODUITS NERGITIQUES GAZEUX NDA,produits nergitiques gazeux nda,T11,T11,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11,injectable,
ACIDE NDA,acide nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p17; 2.3.3:p29,injectable,
ACIDE PHOSPHORIQUE NDA,acide phosphorique nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p17; 2.3.3:p29,injectable,
ALCCOL INDUSTRIEL,alccol industriel,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14,injectable,
AMIDON,amidon,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p17; 2.3.3:p29,injectable,
ARTICLES DE MANUFACTURES NDA,articles de manufactures nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,17,2.3.2:p17; 2.3.3:p29,injectable,
ARTICLES DE PUBLICITE SAUF PAPIER IMPRIME,articles de publicite sauf papier imprime,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p17; 2.3.3:p29,injectable,
ARTICLES EN MATIERES PLASTIQUES NDA,articles en matieres plastiques nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,17,2.3.2:p17,injectable,
ARTICLES EN MATIERES PLASTIQUES NENDA,articles en matieres plastiques nenda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,29,2.3.3:p29,injectable,
AUTRES PRODUITS MINERAUX,autres produits mineraux,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,17,2.3.2:p17; 2.3.3:p30,injectable,
AUTRES PRODUITS MINERAUX NDA,autres produits mineraux nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,12,2.3.1:p12,injectable,
BEURRE DE KARITE,beurre de karite,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.3:p29,injectable,
BEURRES DE KARITE,beurres de karite,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,17,2.3.2:p17,injectable,
BEURRES VEGETALES ET MARGARINES,beurres vegetales et margarines,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,17,2.3.2:p17; 2.3.3:p29,injectable,
BEURRES VEGETAUX ET MARGARINES,beurres vegetaux et margarines,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10,injectable,
BIJOUTERIE FANTAISIE (SANS PIERRES NI METAUX PRECIEUX),bijouterie fantaisie sans pierres ni metaux precieux,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,17,2.3.2:p17; 2.3.3:p29,injectable,
BISCUITS,biscuits,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.2:p18; 2.3.3:p29,injectable,
BLEU D'OUTRE MER,bleu d outre mer,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p18; 2.3.3:p29,injectable,
BOUCHONS ET CAPSULES,bouchons et capsules,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p18; 2.3.3:p29,injectable,
BRIQUES REFRACTAIRES,briques refractaires,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,13,2.3.1:p13; 2.3.2:p18; 2.3.3:p29,injectable,
CAOUTCHOUC NATUREL,caoutchouc naturel,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9; 2.3.2:p18; 2.3.3:p29,injectable,
CAOUTCHOUC PLAQUE OU ROULEAUX,caoutchouc plaque ou rouleaux,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,18,2.3.2:p18; 2.3.3:p29,injectable,
CAOUTCHOUC PLAQUES OU ROULEAUX,caoutchouc plaques ou rouleaux,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16,injectable,
CARTONNAGE EN ROULEAU OU EN PLAQUE,cartonnage en rouleau ou en plaque,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16,injectable,
CARTONNAGE EN ROULEAU OU NE PLAQUE,cartonnage en rouleau ou ne plaque,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,18,2.3.2:p18; 2.3.3:p29,injectable,
CHAUFFE EAU ET MATERIELS DE CHAUFFAGE,chauffe eau et materiels de chauffage,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,18,2.3.2:p18; 2.3.3:p29,injectable,
CHAUFFE EEAU ET MATERIELS DE CHAUFFAGE,chauffe eeau et materiels de chauffage,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15,injectable,
CHAUX VIVE,chaux vive,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,13,2.3.1:p13; 2.3.2:p18; 2.3.3:p29,injectable,
CHLORURE DE POTASSIUM,chlorure de potassium,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,13,2.3.1:p13; 2.3.2:p18; 2.3.3:p29,injectable,
"CIRE, CIRAGE",cire cirage,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9; 2.3.2:p18; 2.3.3:p29,injectable,
COFFRE – FORT,coffre fort,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,18,2.3.2:p18; 2.3.3:p29,injectable,
"CORDES, CORDAGES FICELLES",cordes cordages ficelles,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p19; 2.3.3:p29,injectable,
CUIRS ET PEAUX TRAVAILLEES SAUF MAROQUINERIE,cuirs et peaux travaillees sauf maroquinerie,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,19,2.3.2:p19; 2.3.3:p29,injectable,
CUIRS ET PEAUX TRAVAILLES SAUF MAROQUINERIE,cuirs et peaux travailles sauf maroquinerie,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16,injectable,
EMBALLAGES VIDES EN CARTON,emballages vides en carton,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p19; 2.3.3:p29,injectable,
FILS ET MATIERES TEXTILES NATURELLES OU ARTIFICIELLES NDA,fils et matieres textiles naturelles ou artificielles nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p19; 2.3.3:p29,injectable,
FRUITS FRAIS NDA,fruits frais nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9; 2.3.2:p19; 2.3.3:p29,injectable,
FRUITS SECS,fruits secs,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9; 2.3.2:p19; 2.3.3:p29,injectable,
GOMMES VEGETAL,gommes vegetal,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,20,2.3.2:p20; 2.3.3:p29,injectable,
GOMMES VEGETALES,gommes vegetales,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9,injectable,
HEXANE,hexane,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p20; 2.3.3:p29,injectable,
HUILES COMESTIBLES EMBALLEES NDA,huiles comestibles emballees nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.2:p20; 2.3.3:p29,injectable,
HUILES DE GRAISSAGE ET AUTRES HUILES INDUSTRIELLES NDA,huiles de graissage et autres huiles industrielles nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,12,2.3.1:p12; 2.3.2:p20,injectable,
HUILES DE GRAISSAGE ET AUTRESHUILES INDUSTRIELLES NDA,huiles de graissage et autreshuiles industrielles nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,29,2.3.3:p29,injectable,
"INSECTICIDES, PESTICIDES",insecticides pesticides,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p20; 2.3.3:p29,injectable,
LEGUMES SECS,legumes secs,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,9,2.3.1:p9; 2.3.2:p20; 2.3.3:p29,injectable,
LEVURES,levures,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.2:p20; 2.3.3:p29,injectable,
MACHINES AGRICOLES,machines agricoles,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p20; 2.3.3:p29,injectable,
MATERIAUX DE CONSTRUCTION ET CARRELAGE NDA,materiaux de construction et carrelage nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,13,2.3.1:p13; 2.3.2:p20; 2.3.3:p29,injectable,
"MATERIEL SANITAIRE EN FAIENCE, PORCELAINE",materiel sanitaire en faience porcelaine,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p20; 2.3.3:p29,injectable,
MATIERES CHIMIQUES NDA,matieres chimiques nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,29,2.3.3:p29,injectable,
MATIRES CHIMIQUES NDA,matires chimiques nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p21,injectable,
NEUTRAL SOLVANT,neutral solvant,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p21; 2.3.3:p30,injectable,
PAPIER BITUME,papier bitume,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p21; 2.3.3:p30,injectable,
PAPIER ET PAPIER KRAFT EN BOBINES > 1T,papier et papier kraft en bobines 1t,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16,injectable,
PAPIER ET PAPIER KRAFT EN BOBINNES > 1T,papier et papier kraft en bobinnes 1t,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,21,2.3.2:p21; 2.3.3:p30,injectable,
PARAFFINE,paraffine,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,21,2.3.2:p21; 2.3.3:p30,injectable,
PARAFINE,parafine,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14,injectable,
PRODUIT CHIMIQUE DE BASE NDA,produit chimique de base nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p22,injectable,
PRODUITS CHIMIQUES DE BASE NDA,produits chimiques de base nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,30,2.3.3:p30,injectable,
QUINOUELIBA,quinoueliba,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,10,2.3.1:p10; 2.3.3:p30,injectable,
QUINQUELIBA,quinqueliba,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,22,2.3.2:p22,injectable,
"RECIPIENT VIDE EN VERRE, EN BOIS OU EN FER NDA",recipient vide en verre en bois ou en fer nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p22; 2.3.3:p30,injectable,
RESINE SYNTHETIQUE,resine synthetique,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p22; 2.3.3:p30,injectable,
REVETEMENT DE SOL (CARRELAGE) NDA,revetement de sol carrelage nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,22,2.3.2:p22; 2.3.3:p30,injectable,
SACS EN JUT OU EN FIBRES VEGETALES,sacs en jut ou en fibres vegetales,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16,injectable,
SACS EN JUTE OU EN FIBRES VEGETALES,sacs en jute ou en fibres vegetales,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,22,2.3.2:p22,injectable,
SACS EN JUTE OU EN FIBRES VEGETALS,sacs en jute ou en fibres vegetals,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,30,2.3.3:p30,injectable,
SACS EN PROPYLENE,sacs en propylene,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p22; 2.3.3:p30,injectable,
SAVONS ORDINAIRES,savons ordinaires,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p22; 2.3.3:p30,injectable,
SOLVESSO,solvesso,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p22; 2.3.3:p30,injectable,
TALC,talc,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,12,2.3.1:p12; 2.3.2:p23; 2.3.3:p30,injectable,
"TOLES ET PRODUITS LAMINES, FIL DE FER, RAILS, PROFILES ET FER A BETON",toles et produits lamines fil de fer rails profiles et fer a beton,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,12,2.3.1:p12; 2.3.2:p23; 2.3.3:p30,injectable,
TOLUENE,toluene,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,14,2.3.1:p14; 2.3.2:p23; 2.3.3:p30,injectable,
TRANSACTIONS SPECIALES NDA,transactions speciales nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,16,2.3.1:p16; 2.3.2:p23; 2.3.3:p30,injectable,
"TUBES, TUYAUX ET POTEAUX METALLIQUES ET PRODUITS FERREUX NDA",tubes tuyaux et poteaux metalliques et produits ferreux nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,12,2.3.1:p12; 2.3.2:p23; 2.3.3:p30,injectable,
TUYEAUX EN PVC,tuyeaux en pvc,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,23,2.3.2:p23; 2.3.3:p30,injectable,
ŒUVRES ET OBJETS D'ART,uvres et objets d art,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.2,21,2.3.2:p21; 2.3.3:p30,injectable,
"VERRE, PRODUITS CERAMIQUES NDA",verre produits ceramiques nda,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,15,2.3.1:p15; 2.3.2:p23; 2.3.3:p30,injectable,
WHITE SPIRIT,white spirit,T12,T12,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,11,2.3.1:p11; 2.3.2:p23; 2.3.3:p30,injectable,
CONTENEURS DE GROUPAGE IMPORT DE DIVERSES MARCHANDISES NE CONTENANT AUCUN PRODUIT DE CAT. T01,conteneurs de groupage import de diverses marchandises ne contenant aucun produit de cat t01,T13,T13,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.3,30,2.3.3:p30,injectable,
"FIL MACHINE, BOBINE DE TOLES, FEUILLARD, FER BLANC",fil machine bobine de toles feuillard fer blanc,T14,T14,true,official_nomenclature,REDEVANCES_PORTUAIRES_2006.pdf,2.3.1,12,2.3.1:p12; 2.3.2:p19; 2.3.3:p30,injectable,
