code;dd;surtaxe;rs;tin;tva;tev;ta;cosec;pcs;t_past;t_para;uemoa;pcc;ref;t_conj;t_ciment;bic;mercurialis
714200000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
714100000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713900000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713500000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713400000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713390000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713330090;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713330010;5.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713320090;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713320010;5.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713310090;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713310010;5.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
713200000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;FALSE;FALSE
713100000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
712900000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
712390000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
712330000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
712320000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
712310000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
712200000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
711900000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
711590000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
711510000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
711400000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
901112411;20.0;0.0;1.0;3.8;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
711300000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
711200000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
710900000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
710800000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
710400000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
710300000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
710290000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
710220000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207140000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;938.0;0.0;0.0;TRUE;FALSE
710210000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
710100000;35.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709909000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709901000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709700000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709600000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709590000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709520000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709510000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709400000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709300000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709200000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
709100000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
708900000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
708200000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
708100000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
707000000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
706900000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
706100000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
705290000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
705210000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
705190000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
705110000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
704900000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
704200000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
704100000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
703900000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
703200000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
703100000;20.0;20.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
702000000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
701900000;35.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;132.0;0.0;0.0;TRUE;FALSE
701100000;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
501000000;10.0;0.0;1.0;5.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
210990000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
210930000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
210920000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
210910000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
210200000;35.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
210190000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
210120000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
210110000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
209000000;20.0;0.0;1.0;0.0;18.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
208600000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
208500000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
208400000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
208300000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
208200000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
208100000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207360000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207350000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207340000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207330000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207320000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207270000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207260000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207250000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207240000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207120000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1150.0;0.0;0.0;TRUE;FALSE
207130000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
207110000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
206900000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
206800000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
206490000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;50000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
206410000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;50000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
206300000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;50000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
206290000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
206220000;35.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;5.0;0.5;600.0;0.0;0.0;TRUE;FALSE
206210000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
206100000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
205000000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
204500000;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;100000.0;0.0;5.0;0.5;0.0;0.0;0.0;TRUE;FALSE
